"","Cellulomonas_unclassified","Atopobium_unclassified","Olsenella_umbonata","Olsenella_unclassified","Olegusella_massiliensis","Olegusella_unclassified","Arabia_unclassified","Eggerthella_unclassified","Gordonibacter_unclassified","Anaerorhabdus_unclassified","Bacteroides_caecimuris","Bacteroides_dorei","Bacteroides_faecichinchillae","Bacteroides_paurosaccharolyticus","Bacteroides_unclassified","Bacteroides_uniformis","Bacteroides_vulgatus","Duncaniella_sp._C9","Duncaniella_unclassified","Muribaculum_intestinale","Muribaculum_sp._H5","Muribaculum_sp._TLL-A4","Muribaculum_unclassified","Culturomica_unclassified","Odoribacter_unclassified","Paraprevotella_unclassified","Prevotella_copri","Prevotella_denticola","Prevotella_marshii","Prevotella_scopos","Prevotella_unclassified","Alistipes_sp._Marseille-P5997","Alistipes_unclassified","Parabacteroides_distasonis","Parabacteroides_goldsteinii","Parabacteroides_sp._CT06","Parabacteroides_unclassified","Candidatus_Azobacteroides_unclassified","Rufibacter_unclassified","Blattabacterium_sp._[Mastotermes_darwiniensis]","Alicyclobacillus_unclassified","Bacillus_unclassified","Paenibacillus_unclassified","Macrococcus_unclassified","Staphylococcus_unclassified","Enterococcus_unclassified","Christensenella_massiliensis","Christensenella_minuta","Christensenella_timonensis","Butyricicoccus_unclassified","Clostridium_phoceensis","Clostridium_unclassified","Massilioclostridium_unclassified","Clostridiales_unclassified","Eubacterium_coprostanoligenes","Hungateiclostridium_unclassified","Mageeibacillus_unclassified","Pseudobacteroides_unclassified","Pseudoclostridium_unclassified","Ruminiclostridium_unclassified","Thermoclostridium_unclassified","Hungateiclostridiaceae_bacterium_KB18","Butyrivibrio_unclassified","Dorea_unclassified","Lachnoclostridium_unclassified","Niameybacter_unclassified","Oscillibacter_unclassified","Oscillibacter_valericigenes","Anaerotruncus_unclassified","Angelakisella_unclassified","Bittarella_unclassified","Faecalibacterium_unclassified","Fournierella_unclassified","Ruminococcaceae_unclassified","Ruminococcus_unclassified","Ruthenibacterium_unclassified","Monoglobus_unclassified","Allobaculum_stercoricanis","Allobaculum_unclassified","Bulleidia_unclassified","[Clostridium]_cocleatum","Erysipelothrix_unclassified","Faecalibaculum_unclassified","Faecalicoccus_unclassified","Faecalitalea_unclassified","Massiliomicrobiota_unclassified","Turicibacter_sp._H121","Turicibacter_unclassified","Peptoniphilus_unclassified","Urinacoccus_unclassified","Ezakiella_unclassified","Hoeflea_unclassified","Roseospirillum_unclassified","Sphingobium_unclassified","Pelistega_unclassified","Comamonadaceae_unclassified","Curvibacter_unclassified","Turicimonas_muris","Burkholderiales_bacterium_YL45","Aquaspirillum_unclassified","Mailhella_unclassified","Helicobacter_apodemus","Helicobacter_himalayensis","Enterobacteriaceae_unclassified","Escherichia_unclassified","Providencia_unclassified","Proteobacteria_unclassified","Akkermansia_muciniphila","Akkermansia_unclassified","Age","Strain","Genotype"
"X20_AKM_8771_2","0.0000000000","0.000","0.0","0.000000000","0.00000000","0.00000000","0.00000000","0.000000000","0.000000000","0.00000000","0.002217295","0.04545455","0.00000000","0.028836251","0.0460010786","0.000000000","0.004535147","0.0012620951","2.217513e-03","0.0000000000","0.0711430855","0.0012457178","4.668903e-03","0.007407407","0.0112657389","0.0000000000","0.00000000","0.00000000","0.000000000","0.00000000","6.997574e-05","0.003205128","0.0025167785","0.0704346467","0.00000000","0.0006574622","0.0437048917","0.000000000","0.0456360525","0.00000000","0.00000000","0.000000000","0.000000000","0.000000","0.000000000","0.044982699","0.00000000","0.00000000","0.00000000","0.000000000","0.00000000","0.0022357074","0.000000000","0.00781250","0.00000000","0.0000000000","0.000000000","0.000000000","0.0003439972","0.000000000","0.000000000","0.00","0.0000000000","0.000000000","0.000000000","0.000000000","0.0002494388","0.000000000","0.000000000","0.000000000","0.00000000","0.000000000","0.000000000","0.00000000","0.001383126","0.000000000","0.00000000","0.00000000","0.0000000000","0.000000000","0.0000000000","0.000000000","0.0000000000","0.000000000","0.000000000","0.0000000000","0.000000000","0.0000000000","0.00000000","0.00000000","0.00","0.00000000","0.000000000","0.0000","0.0000000","0.000","0.00000000","0.000000000","0.0004409171","0.00000000","0.0545963602","0.000000000","0.00000000","0.13698630","0.146453089","0.000000000","0.15000000","0.0002190581","0.002967359","20 Weeks","AJ","KO"
"X20_AWF_8736_1","0.0005875441","0.000","0.0","0.003154574","0.00000000","0.00000000","0.00990099","0.006622517","0.014981273","0.00000000","0.000000000","0.00000000","0.00000000","0.012358393","0.0121823546","0.032110092","0.004535147","0.0395456458","1.872567e-02","0.0025920166","0.0150279776","0.0451572719","1.141050e-02","0.029629630","0.0218687873","0.0043050431","0.00000000","0.00000000","0.007692308","0.00000000","9.353424e-03","0.006410256","0.0153294692","0.0032833021","0.00124533","0.0006574622","0.0048115477","0.013333333","0.0119794638","0.00000000","0.00000000","0.000000000","0.000000000","0.000000","0.001818182","0.017301038","0.00000000","0.00000000","0.00000000","0.010398614","0.01818182","0.0063877355","0.013468013","0.01562500","0.00000000","0.0168598525","0.000000000","0.000000000","0.0003439972","0.005988024","0.000000000","0.00","0.0033869602","0.009756098","0.032947462","0.000000000","0.0371663757","0.019230769","0.002638522","0.011650485","0.00000000","0.010040161","0.014869888","0.00000000","0.009681881","0.025210084","0.00000000","0.00000000","0.0000000000","0.000000000","0.0043160691","0.000000000","0.0004116921","0.003937008","0.010822511","0.0058455956","0.000000000","0.0002787845","0.00000000","0.04000000","0.00","0.01851852","0.000000000","0.0000","0.0000000","0.000","0.00000000","0.000000000","0.0000000000","0.00000000","0.0139990667","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.00000000","0.0000000000","0.000000000","20 Weeks","AJ","WT"
"X20_AWF_8736_2","0.0000000000","0.000","0.0","0.000000000","0.00000000","0.00000000","0.00990099","0.008830022","0.014981273","0.00000000","0.000000000","0.04545455","0.00000000","0.021627188","0.0133561752","0.004587156","0.004535147","0.0328144720","2.217513e-02","0.0046656299","0.0118305356","0.0208657739","1.263916e-02","0.035185185","0.0596421471","0.0047150472","0.00000000","0.00000000","0.000000000","0.08333333","1.072961e-02","0.035256410","0.0392769982","0.0043777361","0.00000000","0.0006574622","0.0048115477","0.000000000","0.0119794638","0.00000000","0.00000000","0.000000000","0.009259259","0.000000","0.005454545","0.041522491","0.00000000","0.00000000","0.00000000","0.005199307","0.01818182","0.0070265091","0.023569024","0.01171875","0.00000000","0.0129961363","0.000000000","0.000000000","0.0013759890","0.002994012","0.021739130","0.00","0.0012701101","0.004878049","0.028049866","0.000000000","0.0264405089","0.048076923","0.002638522","0.009708738","0.01449275","0.006024096","0.085501859","0.00000000","0.006915629","0.000000000","0.03030303","0.00000000","0.0004060639","0.000000000","0.0073041169","0.002832861","0.0004116921","0.000000000","0.002164502","0.0026204394","0.000000000","0.0000000000","0.00000000","0.01333333","0.00","0.00000000","0.000000000","0.0000","0.0000000","0.000","0.00000000","0.000000000","0.0000000000","0.00000000","0.0060662622","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.01666667","0.0002190581","0.000000000","20 Weeks","AJ","WT"
"X20_AWF_8797_1","0.0000000000","0.000","0.0","0.000000000","0.00000000","0.00000000","0.01980198","0.006622517","0.003745318","0.00000000","0.017738359","0.00000000","0.00000000","0.017507724","0.0124996034","0.077981651","0.009070295","0.0084139672","1.296013e-02","0.0028512182","0.0107114309","0.0127686079","1.061989e-02","0.038888889","0.0331345262","0.0079950800","0.00000000","0.11111111","0.000000000","0.16666667","1.583784e-02","0.006410256","0.0379804759","0.0096935585","0.00124533","0.0000000000","0.0102245389","0.000000000","0.0102681118","0.00000000","0.00000000","0.003571429","0.000000000","0.000000","0.000000000","0.022491349","0.00000000","0.00000000","0.00000000","0.012131716","0.07272727","0.0055892686","0.013468013","0.01171875","0.00000000","0.0035124693","0.000000000","0.000000000","0.0000000000","0.029940120","0.000000000","0.00","0.0042337003","0.000000000","0.028049866","0.000000000","0.0209528561","0.019230769","0.005277045","0.003883495","0.00000000","0.006024096","0.007434944","0.00000000","0.004149378","0.000000000","0.00000000","0.00000000","0.0000000000","0.000000000","0.0033200531","0.007082153","0.0004116921","0.003937008","0.002164502","0.0092723241","0.000000000","0.0008363535","0.00000000","0.01333333","0.00","0.01851852","0.000000000","0.0000","0.0000000","0.000","0.00000000","0.000000000","0.0004409171","0.00000000","0.0139990667","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.01666667","0.0000000000","0.000000000","20 Weeks","AJ","WT"
"X20_AWF_8797_2","0.0000000000","0.000","0.0","0.000000000","0.00000000","0.00000000","0.00990099","0.008830022","0.007490637","0.00000000","0.002217295","0.00000000","0.00000000","0.005149331","0.0084388186","0.022935780","0.002267574","0.0063104754","1.172818e-02","0.0036288232","0.0071942446","0.0127686079","9.711746e-03","0.025925926","0.0304837641","0.0053300533","0.01333333","0.05555556","0.000000000","0.00000000","9.423400e-03","0.041666667","0.0386668700","0.0075828643","0.00000000","0.0006574622","0.0100240577","0.000000000","0.0131203651","0.00000000","0.00000000","0.007142857","0.009259259","0.000000","0.001818182","0.020761246","0.00000000","0.00000000","0.00000000","0.005199307","0.03636364","0.0062280422","0.003367003","0.00390625","0.01515152","0.0045662100","0.000000000","0.000000000","0.0000000000","0.005988024","0.000000000","0.00","0.0004233700","0.004878049","0.019145147","0.000000000","0.0234472437","0.038461538","0.005277045","0.001941748","0.00000000","0.002008032","0.003717472","0.00000000","0.002766252","0.000000000","0.01010101","0.00000000","0.0000000000","0.000000000","0.0003320053","0.007082153","0.0004116921","0.000000000","0.002164502","0.0066518847","0.000000000","0.0002787845","0.00000000","0.00000000","0.00","0.00000000","0.000000000","0.0000","0.0000000","0.000","0.00000000","0.000000000","0.0000000000","0.00000000","0.0163322445","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.01666667","0.0000000000","0.000000000","20 Weeks","AJ","WT"
"X20_AWF_9005_1","0.0000000000","0.000","0.0","0.000000000","0.00000000","0.00000000","0.00990099","0.000000000","0.003745318","0.00000000","0.019955654","0.04545455","0.00000000","0.017507724","0.0131658260","0.013761468","0.004535147","0.0054690787","4.237915e-03","0.0002592017","0.0151878497","0.0186857677","7.703156e-03","0.022222222","0.0390987409","0.0047150472","0.00000000","0.00000000","0.000000000","0.00000000","4.688375e-03","0.028846154","0.0374466138","0.0026579112","0.00000000","0.0000000000","0.0028067362","0.013333333","0.0188248716","0.00000000","0.00000000","0.003571429","0.000000000","0.031250","0.000000000","0.013840830","0.00000000","0.00000000","0.00000000","0.024263432","0.03636364","0.0153305653","0.010101010","0.00390625","0.00000000","0.0200210748","0.000000000","0.000000000","0.0044719642","0.035928144","0.007246377","0.10","0.0127011008","0.029268293","0.044523598","0.056265985","0.0276877027","0.009615385","0.010554090","0.011650485","0.00000000","0.018072289","0.033457249","0.02857143","0.013831259","0.008403361","0.00000000","0.00000000","0.0000000000","0.000000000","0.0109561753","0.007082153","0.0000000000","0.000000000","0.004329004","0.0084660351","0.000000000","0.0005575690","0.00000000","0.00000000","0.00","0.00000000","0.000000000","0.0000","0.0000000","0.000","0.00000000","0.000000000","0.0000000000","0.00000000","0.0298646757","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.00000000","0.0000000000","0.000000000","20 Weeks","AJ","WT"
"X20_AWF_9005_2","0.0000000000","0.000","0.0","0.000000000","0.00000000","0.00000000","0.00990099","0.000000000","0.011235955","0.00000000","0.026607539","0.04545455","0.06666667","0.023686921","0.0165921132","0.041284404","0.004535147","0.0075725705","8.278717e-03","0.0007776050","0.0324540368","0.0214886328","9.701062e-03","0.011111111","0.0112657389","0.0049200492","0.00000000","0.11111111","0.000000000","0.00000000","9.096846e-03","0.009615385","0.0214307505","0.0042213884","0.00124533","0.0000000000","0.0054129912","0.013333333","0.0228180262","0.00000000","0.00000000","0.014285714","0.009259259","0.000000","0.003636364","0.022491349","0.00000000","0.00000000","0.00000000","0.024263432","0.07272727","0.0143724050","0.003367003","0.01171875","0.01515152","0.0210748156","0.000000000","0.000000000","0.0027519780","0.026946108","0.007246377","0.10","0.0156646909","0.004878049","0.052537845","0.025575448","0.0264405089","0.019230769","0.015831135","0.009708738","0.01449275","0.004016064","0.022304833","0.00000000","0.005532503","0.000000000","0.01010101","0.00000000","0.0000000000","0.000000000","0.0454847278","0.005665722","0.0000000000","0.000000000","0.008658009","0.0120943358","0.000000000","0.0011151380","0.00000000","0.00000000","0.00","0.00000000","0.000000000","0.0000","0.0000000","0.000","0.00000000","0.000000000","0.0000000000","0.00000000","0.0181987867","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.00000000","0.0002190581","0.000000000","20 Weeks","AJ","WT"
"X20_AWM_8728_1","0.0000000000","0.000","0.0","0.000000000","0.00000000","0.00000000","0.00000000","0.004415011","0.018726592","0.00000000","0.002217295","0.00000000","0.00000000","0.012358393","0.0097078138","0.009174312","0.004535147","0.0218763147","1.296013e-02","0.0085536547","0.0212629896","0.0221114917","1.903887e-02","0.009259259","0.0053015242","0.0049200492","0.00000000","0.05555556","0.007692308","0.00000000","1.173260e-02","0.009615385","0.0180750458","0.0103971232","0.00000000","0.0006574622","0.0088211708","0.000000000","0.0125499144","0.00000000","0.00000000","0.003571429","0.000000000","0.000000","0.001818182","0.010380623","0.00000000","0.00000000","0.00000000","0.003466205","0.09090909","0.0079846694","0.000000000","0.00390625","0.01515152","0.0052687039","0.000000000","0.000000000","0.0030959752","0.005988024","0.000000000","0.00","0.0088907705","0.000000000","0.015583259","0.000000000","0.0164629583","0.009615385","0.002638522","0.011650485","0.00000000","0.000000000","0.014869888","0.05714286","0.004149378","0.000000000","0.00000000","0.00000000","0.0000000000","0.000000000","0.0009960159","0.001416431","0.0012350762","0.003937008","0.010822511","0.0090707519","0.001394700","0.0013939225","0.00000000","0.00000000","0.00","0.00000000","0.000000000","0.0000","0.0000000","0.000","0.00000000","0.000000000","0.0008818342","0.00000000","0.0018665422","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.00000000","0.0002190581","0.005934718","20 Weeks","AJ","WT"
"X20_AWM_8728_2","0.0005875441","0.000","0.0","0.003154574","0.00000000","0.00000000","0.00000000","0.011037528","0.003745318","0.00000000","0.011086475","0.00000000","0.00000000","0.015447992","0.0142127471","0.013761468","0.000000000","0.0222970130","1.404425e-02","0.0108864697","0.0179056755","0.0242914980","9.498066e-03","0.018518519","0.0218687873","0.0047150472","0.00000000","0.00000000","0.000000000","0.00000000","1.828699e-02","0.019230769","0.0260829774","0.0122732958","0.00124533","0.0013149244","0.0116279070","0.013333333","0.0102681118","0.00000000","0.00000000","0.007142857","0.009259259","0.015625","0.005454545","0.005190311","0.00000000","0.00000000","0.00000000","0.010398614","0.03636364","0.0110188438","0.003367003","0.01171875","0.01515152","0.0073761855","0.000000000","0.000000000","0.0034399725","0.000000000","0.000000000","0.05","0.0135478408","0.000000000","0.022707035","0.000000000","0.0281865802","0.038461538","0.002638522","0.005825243","0.00000000","0.006024096","0.014869888","0.00000000","0.011065007","0.016806723","0.00000000","0.00000000","0.0000000000","0.000000000","0.0003320053","0.009915014","0.0012350762","0.007874016","0.002164502","0.0122959081","0.000000000","0.0013939225","0.00000000","0.01333333","0.00","0.01851852","0.000000000","0.0000","0.0000000","0.000","0.00000000","0.000000000","0.0000000000","0.00000000","0.0069995334","0.000000000","0.00000000","0.00000000","0.000000000","0.011764706","0.00000000","0.0000000000","0.000000000","20 Weeks","AJ","WT"
"X20_AWM_8730_1","0.0011750881","0.000","0.0","0.000000000","0.00000000","0.00000000","0.00000000","0.006622517","0.003745318","0.00000000","0.011086475","0.00000000","0.00000000","0.012358393","0.0106595603","0.004587156","0.004535147","0.0206142196","1.571971e-02","0.0101088647","0.0212629896","0.0336343818","1.255369e-02","0.022222222","0.0205434062","0.0102501025","0.00000000","0.00000000","0.000000000","0.00000000","5.831312e-03","0.012820513","0.0191427700","0.0064102564","0.00000000","0.0006574622","0.0074178027","0.033333333","0.0062749572","0.00000000","0.00000000","0.007142857","0.000000000","0.015625","0.001818182","0.006920415","0.00000000","0.00000000","0.00000000","0.031195841","0.01818182","0.0130948579","0.013468013","0.00781250","0.01515152","0.0144011240","0.000000000","0.000000000","0.0051599587","0.011976048","0.028985507","0.05","0.0088907705","0.004878049","0.018699911","0.000000000","0.0341731105","0.038461538","0.007915567","0.034951456","0.00000000","0.004016064","0.022304833","0.00000000","0.005532503","0.025210084","0.00000000","0.00000000","0.0001353546","0.000000000","0.0023240372","0.005665722","0.0049403047","0.003937008","0.004329004","0.0020157226","0.000000000","0.0019514915","0.00000000","0.00000000","0.00","0.00000000","0.000000000","0.0000","0.0000000","0.000","0.00000000","0.000000000","0.0008818342","0.00000000","0.0121325245","0.000000000","0.00000000","0.00000000","0.000000000","0.011764706","0.00000000","0.0000000000","0.000000000","20 Weeks","AJ","WT"
"X20_AWM_8730_2","0.0000000000","0.000","0.0","0.000000000","0.00000000","0.00000000","0.00990099","0.002207506","0.003745318","0.00000000","0.006651885","0.04545455","0.00000000","0.024716787","0.0111354335","0.009174312","0.009070295","0.0214556163","1.365003e-02","0.0088128564","0.0211031175","0.0317658050","1.163486e-02","0.012962963","0.0132538105","0.0102501025","0.00000000","0.05555556","0.000000000","0.00000000","6.484419e-03","0.009615385","0.0147956071","0.0073483427","0.00000000","0.0000000000","0.0072173216","0.006666667","0.0114090131","0.00000000","0.00000000","0.000000000","0.000000000","0.000000","0.000000000","0.005190311","0.00000000","0.00000000","0.01587302","0.017331023","0.00000000","0.0081443628","0.003367003","0.01171875","0.00000000","0.0094836670","0.000000000","0.003663004","0.0072239422","0.035928144","0.007246377","0.05","0.0055038103","0.014634146","0.012021371","0.000000000","0.0241955600","0.009615385","0.007915567","0.011650485","0.01449275","0.004016064","0.014869888","0.00000000","0.005532503","0.000000000","0.00000000","0.00000000","0.0000000000","0.000000000","0.0009960159","0.002832861","0.0020584603","0.000000000","0.006493506","0.0008062891","0.000000000","0.0013939225","0.00000000","0.00000000","0.00","0.00000000","0.000000000","0.0000","0.0000000","0.000","0.00000000","0.000000000","0.0000000000","0.00000000","0.0116658889","0.000000000","0.00000000","0.00000000","0.000000000","0.023529412","0.00000000","0.0002190581","0.000000000","20 Weeks","AJ","WT"
"X20_AWM_8766_1","0.0000000000","0.000","0.0","0.006309148","0.00000000","0.00000000","0.00000000","0.004415011","0.000000000","0.00000000","0.002217295","0.00000000","0.00000000","0.005149331","0.0074236223","0.013761468","0.004535147","0.0361800589","1.315725e-02","0.0067392431","0.0051159073","0.0124571784","8.675399e-03","0.001851852","0.0039761431","0.0020500205","0.00000000","0.05555556","0.007692308","0.00000000","2.631088e-02","0.022435897","0.0111348383","0.0095372108","0.00000000","0.0000000000","0.0094226143","0.000000000","0.0062749572","0.00000000","0.00000000","0.042857143","0.018518519","0.015625","0.018181818","0.003460208","0.00000000","0.00000000","0.00000000","0.003466205","0.01818182","0.0046311083","0.013468013","0.00781250","0.00000000","0.0045662100","0.000000000","0.000000000","0.0020639835","0.017964072","0.007246377","0.00","0.0008467401","0.000000000","0.009349955","0.000000000","0.0042404590","0.000000000","0.002638522","0.005825243","0.00000000","0.000000000","0.055762082","0.00000000","0.011065007","0.000000000","0.02020202","0.00000000","0.0002707093","0.000000000","0.0013280212","0.002832861","0.0000000000","0.000000000","0.000000000","0.0082644628","0.000000000","0.0036241985","0.00000000","0.02666667","0.00","0.00000000","0.000000000","0.0000","0.0000000","0.000","0.00000000","0.002865330","0.0000000000","0.00000000","0.0023331778","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.00000000","0.0000000000","0.000000000","20 Weeks","AJ","WT"
"X20_AWM_8766_2","0.0005875441","0.010","0.0","0.003154574","0.00000000","0.00000000","0.00000000","0.006622517","0.000000000","0.00000000","0.000000000","0.00000000","0.00000000","0.003089598","0.0078994956","0.004587156","0.000000000","0.0353386622","1.212241e-02","0.0064800415","0.0039968026","0.0112114606","1.271395e-02","0.000000000","0.0026507621","0.0016400164","0.00000000","0.00000000","0.000000000","0.00000000","2.311532e-02","0.019230769","0.0093044539","0.0128205128","0.00000000","0.0013149244","0.0108259824","0.000000000","0.0039931546","0.00000000","0.00000000","0.017857143","0.009259259","0.000000","0.007272727","0.005190311","0.00000000","0.00000000","0.00000000","0.000000000","0.00000000","0.0059086554","0.000000000","0.00000000","0.01515152","0.0066736916","0.000000000","0.000000000","0.0027519780","0.000000000","0.014492754","0.00","0.0008467401","0.004878049","0.002226180","0.000000000","0.0014966326","0.000000000","0.000000000","0.000000000","0.00000000","0.000000000","0.048327138","0.00000000","0.008298755","0.000000000","0.00000000","0.00000000","0.0000000000","0.000000000","0.0003320053","0.001416431","0.0000000000","0.000000000","0.000000000","0.0074581738","0.000000000","0.0019514915","0.00000000","0.00000000","0.00","0.00000000","0.000000000","0.0000","0.0000000","0.000","0.00000000","0.000000000","0.0000000000","0.00000000","0.0027998133","0.000000000","0.00000000","0.00000000","0.000000000","0.005882353","0.00000000","0.0000000000","0.000000000","20 Weeks","AJ","WT"
"X20_BKF_8726_1","0.0158636898","0.015","0.0","0.018927445","0.00000000","0.00000000","0.04950495","0.024282561","0.033707865","0.00000000","0.000000000","0.00000000","0.06666667","0.004119464","0.0039973351","0.000000000","0.002267574","0.0113588557","1.325580e-02","0.0194401244","0.0022382094","0.0040485830","9.893374e-03","0.005555556","0.0139165010","0.0182451825","0.08000000","0.00000000","0.053846154","0.00000000","1.357529e-02","0.003205128","0.0096095180","0.0009380863","0.03611457","0.0170940171","0.0036086608","0.046666667","0.0119794638","0.04545455","0.00000000","0.025000000","0.046296296","0.046875","0.085454545","0.010380623","0.05555556","0.02816901","0.03174603","0.015597920","0.00000000","0.0162887256","0.033670034","0.00781250","0.01515152","0.0070249385","0.064748201","0.018315018","0.0055039560","0.014970060","0.021739130","0.00","0.0148179509","0.000000000","0.017809439","0.005115090","0.0174607134","0.019230769","0.015831135","0.019417476","0.08695652","0.014056225","0.026022305","0.00000000","0.029045643","0.000000000","0.00000000","0.00000000","0.0024363833","0.011904762","0.0000000000","0.015580737","0.0164676822","0.000000000","0.006493506","0.0004031445","0.075313808","0.0538054084","0.07692308","0.01333333","0.00","0.00000000","0.000000000","0.0000","0.0000000","0.000","0.00000000","0.002865330","0.0026455026","0.15789474","0.0102659823","0.006451613","0.00000000","0.00000000","0.000000000","0.000000000","0.00000000","0.0081051479","0.002967359","20 Weeks","B6","KO"
"X20_BKF_8726_2","0.0070505288","0.030","0.0","0.022082019","0.00000000","0.06818182","0.02970297","0.028697572","0.022471910","0.00000000","0.004434590","0.00000000","0.00000000","0.001029866","0.0024110910","0.000000000","0.002267574","0.0096760623","9.412113e-03","0.0150336962","0.0020783373","0.0043600125","9.914742e-03","0.009259259","0.0092776673","0.0110701107","0.02666667","0.00000000","0.030769231","0.00000000","1.133607e-02","0.003205128","0.0077028676","0.0010944340","0.00996264","0.0164365549","0.0044105854","0.046666667","0.0074158585","0.00000000","0.03448276","0.032142857","0.092592593","0.031250","0.060000000","0.006920415","0.05555556","0.01408451","0.03174603","0.022530329","0.01818182","0.0167678058","0.013468013","0.00781250","0.01515152","0.0066736916","0.064748201","0.018315018","0.0072239422","0.032934132","0.021739130","0.00","0.0067739204","0.009756098","0.022261799","0.007672634","0.0184584684","0.009615385","0.015831135","0.015533981","0.10144928","0.008032129","0.011152416","0.00000000","0.022130014","0.000000000","0.00000000","0.00000000","0.0016242555","0.000000000","0.0000000000","0.019830028","0.0107039934","0.007874016","0.000000000","0.0004031445","0.022315202","0.0482297184","0.00000000","0.00000000","0.00","0.00000000","0.000000000","0.0000","0.0000000","0.000","0.00000000","0.002865330","0.0013227513","0.00000000","0.0111992534","0.000000000","0.02247191","0.00000000","0.000000000","0.000000000","0.00000000","0.0081051479","0.008902077","20 Weeks","B6","KO"
"X20_BKF_8926_1","0.0470035253","0.035","0.0","0.018927445","0.00000000","0.02272727","0.01980198","0.006622517","0.003745318","0.00000000","0.004434590","0.04545455","0.06666667","0.003089598","0.0041559595","0.009174312","0.045351474","0.0054690787","7.194599e-03","0.0082944531","0.0059152678","0.0077857365","7.414688e-03","0.005555556","0.0125911199","0.0112751128","0.00000000","0.00000000","0.038461538","0.00000000","1.180258e-02","0.009615385","0.0095332520","0.0017198249","0.01245330","0.0295857988","0.0070168404","0.006666667","0.0057045066","0.00000000","0.00000000","0.003571429","0.037037037","0.000000","0.014545455","0.012110727","0.00000000","0.04225352","0.00000000","0.008665511","0.00000000","0.0137336314","0.013468013","0.01562500","0.00000000","0.0094836670","0.000000000","0.007326007","0.0037839697","0.011976048","0.007246377","0.00","0.0038103302","0.004878049","0.011576135","0.000000000","0.0057370915","0.000000000","0.010554090","0.011650485","0.00000000","0.002008032","0.011152416","0.00000000","0.005532503","0.016806723","0.01010101","0.01470588","0.0020303194","0.005952381","0.0000000000","0.007082153","0.0045286126","0.007874016","0.008658009","0.0012094336","0.033472803","0.0538054084","0.00000000","0.02666667","0.05","0.01851852","0.008849558","0.0000","0.1111111","0.000","0.05555556","0.002865330","0.0022045855","0.00000000","0.0121325245","0.000000000","0.00000000","0.00000000","0.000000000","0.011764706","0.00000000","0.0251916758","0.047477745","20 Weeks","B6","KO"
"X20_BKF_8926_2","0.0423031727","0.045","0.0","0.025236593","0.10526316","0.06818182","0.01980198","0.008830022","0.014981273","0.00000000","0.004434590","0.00000000","0.06666667","0.012358393","0.0069160242","0.013761468","0.036281179","0.0109381573","1.167890e-02","0.0064800415","0.0060751399","0.0074743071","9.060023e-03","0.040740741","0.0205434062","0.0209102091","0.00000000","0.00000000","0.007692308","0.00000000","1.289886e-02","0.003205128","0.0095332520","0.0025797373","0.01494396","0.0355029586","0.0068163593","0.006666667","0.0039931546","0.00000000","0.00000000","0.017857143","0.046296296","0.031250","0.029090909","0.013840830","0.00000000","0.04225352","0.01587302","0.015597920","0.00000000","0.0148514851","0.013468013","0.01171875","0.00000000","0.0161573586","0.014388489","0.000000000","0.0061919505","0.005988024","0.007246377","0.00","0.0093141406","0.014634146","0.024487979","0.005115090","0.0212022948","0.000000000","0.018469657","0.007766990","0.00000000","0.008032129","0.011152416","0.00000000","0.015214385","0.042016807","0.02020202","0.00000000","0.0074445046","0.000000000","0.0000000000","0.014164306","0.0086455331","0.015748031","0.017316017","0.0004031445","0.073919107","0.0250906050","0.00000000","0.02666667","0.00","0.01851852","0.026548673","0.0625","0.0000000","0.000","0.05555556","0.002865330","0.0022045855","0.05263158","0.0475968269","0.019354839","0.00000000","0.01369863","0.000000000","0.017647059","0.00000000","0.0330777656","0.047477745","20 Weeks","B6","KO"
