,taxon,Sample_ID,count,Level,Age,Strain,Genotype
392,Akkermansia_unclassified,X20_BKF_8927_1,14,Species,20 Weeks,B6,KO
393,Akkermansia_unclassified,X20_BKF_8927_2,9,Species,20 Weeks,B6,KO
394,Akkermansia_unclassified,X20_BKM_8719_1,3,Species,20 Weeks,B6,KO
395,Akkermansia_unclassified,X20_BKM_8719_2,7,Species,20 Weeks,B6,KO
396,Akkermansia_unclassified,X20_BKM_8859_1,11,Species,20 Weeks,B6,KO
397,Akkermansia_unclassified,X20_BKM_8859_2,3,Species,20 Weeks,B6,KO
398,Akkermansia_unclassified,X20_BKM_8860_1,1,Species,20 Weeks,B6,KO
399,Akkermansia_unclassified,X20_BKM_8860_2,1,Species,20 Weeks,B6,KO
400,Akkermansia_unclassified,X20_BWF_8754_1,1,Species,20 Weeks,B6,WT
401,Akkermansia_unclassified,X20_BWF_8754_2,3,Species,20 Weeks,B6,WT
402,Akkermansia_unclassified,X20_BWF_8755_1,8,Species,20 Weeks,B6,WT
403,Akkermansia_unclassified,X20_BWF_8755_2,10,Species,20 Weeks,B6,WT
404,Akkermansia_unclassified,X20_BWF_8852_1,1,Species,20 Weeks,B6,WT
405,Akkermansia_unclassified,X20_BWF_8852_2,0,Species,20 Weeks,B6,WT
406,Akkermansia_unclassified,X20_BWM_8745_1,2,Species,20 Weeks,B6,WT
407,Akkermansia_unclassified,X20_BWM_8745_2,11,Species,20 Weeks,B6,WT
408,Akkermansia_unclassified,X20_BWM_8747_1,2,Species,20 Weeks,B6,WT
409,Akkermansia_unclassified,X20_BWM_8747_2,7,Species,20 Weeks,B6,WT
410,Akkermansia_unclassified,X20_BWM_8847_1,0,Species,20 Weeks,B6,WT
411,Akkermansia_unclassified,X20_BWM_8847_2,0,Species,20 Weeks,B6,WT
412,Akkermansia_unclassified,X8_AKF_8733_1,1,Species,8 Weeks,AJ,KO
413,Akkermansia_unclassified,X8_AKF_8733_2,0,Species,8 Weeks,AJ,KO
414,Akkermansia_unclassified,X8_AKF_8738_1,0,Species,8 Weeks,AJ,KO
415,Akkermansia_unclassified,X8_AKF_8738_2,0,Species,8 Weeks,AJ,KO
416,Akkermansia_unclassified,X8_AKF_8802_1,0,Species,8 Weeks,AJ,KO
417,Akkermansia_unclassified,X8_AKM_8768_1,1,Species,8 Weeks,AJ,KO
418,Akkermansia_unclassified,X8_AKM_8768_2,0,Species,8 Weeks,AJ,KO
419,Akkermansia_unclassified,X8_AKM_8769_1,0,Species,8 Weeks,AJ,KO
420,Akkermansia_unclassified,X8_AKM_8769_2,2,Species,8 Weeks,AJ,KO
421,Akkermansia_unclassified,X8_AKM_8771_1,0,Species,8 Weeks,AJ,KO
422,Akkermansia_unclassified,X8_AKM_8771_2,0,Species,8 Weeks,AJ,KO
423,Akkermansia_unclassified,X8_AWF_8736_1,0,Species,8 Weeks,AJ,WT
424,Akkermansia_unclassified,X8_AWF_8736_2,0,Species,8 Weeks,AJ,WT
425,Akkermansia_unclassified,X8_AWF_8797_1,0,Species,8 Weeks,AJ,WT
426,Akkermansia_unclassified,X8_AWF_9005_1,0,Species,8 Weeks,AJ,WT
427,Akkermansia_unclassified,X8_AWF_9005_2,0,Species,8 Weeks,AJ,WT
428,Akkermansia_unclassified,X8_AWM_8728_1,0,Species,8 Weeks,AJ,WT
429,Akkermansia_unclassified,X8_AWM_8728_2,0,Species,8 Weeks,AJ,WT
430,Akkermansia_unclassified,X8_AWM_8730_1,0,Species,8 Weeks,AJ,WT
431,Akkermansia_unclassified,X8_AWM_8730_2,0,Species,8 Weeks,AJ,WT
432,Akkermansia_unclassified,X8_AWM_8766_1,0,Species,8 Weeks,AJ,WT
433,Akkermansia_unclassified,X8_AWM_8766_2,0,Species,8 Weeks,AJ,WT
434,Akkermansia_unclassified,X8_BKF_8726_1,8,Species,8 Weeks,B6,KO
435,Akkermansia_unclassified,X8_BKF_8726_2,12,Species,8 Weeks,B6,KO
436,Akkermansia_unclassified,X8_BKF_8926_1,2,Species,8 Weeks,B6,KO
437,Akkermansia_unclassified,X8_BKF_8926_2,9,Species,8 Weeks,B6,KO
438,Akkermansia_unclassified,X8_BKF_8927_1,15,Species,8 Weeks,B6,KO
439,Akkermansia_unclassified,X8_BKM_8719_1,7,Species,8 Weeks,B6,KO
440,Akkermansia_unclassified,X8_BKM_8719_2,8,Species,8 Weeks,B6,KO
441,Akkermansia_unclassified,X8_BKM_8859_1,2,Species,8 Weeks,B6,KO
442,Akkermansia_unclassified,X8_BKM_8859_2,0,Species,8 Weeks,B6,KO
443,Akkermansia_unclassified,X8_BKM_8860_1,15,Species,8 Weeks,B6,KO
444,Akkermansia_unclassified,X8_BKM_8860_2,33,Species,8 Weeks,B6,KO
445,Akkermansia_unclassified,X8_BWF_8754_1,9,Species,8 Weeks,B6,WT
446,Akkermansia_unclassified,X8_BWF_8754_2,7,Species,8 Weeks,B6,WT
447,Akkermansia_unclassified,X8_BWF_8755_1,5,Species,8 Weeks,B6,WT
448,Akkermansia_unclassified,X8_BWF_8852_1,5,Species,8 Weeks,B6,WT
449,Akkermansia_unclassified,X8_BWF_8852_2,2,Species,8 Weeks,B6,WT
450,Akkermansia_unclassified,X8_BWM_8745_1,5,Species,8 Weeks,B6,WT
451,Akkermansia_unclassified,X8_BWM_8745_2,7,Species,8 Weeks,B6,WT
452,Akkermansia_unclassified,X8_BWM_8747_1,20,Species,8 Weeks,B6,WT
453,Akkermansia_unclassified,X8_BWM_8747_2,15,Species,8 Weeks,B6,WT
454,Akkermansia_unclassified,X8_BWM_8847_1,1,Species,8 Weeks,B6,WT
455,Akkermansia_unclassified,X8_BWM_8847_2,12,Species,8 Weeks,B6,WT
