,taxon,Sample_ID,count,Level,Age,Strain,Genotype
148,Akkermansia_muciniphila,X8_AKM_8771_1,0,Species,8 Weeks,AJ,KO
149,Akkermansia_muciniphila,X8_AKM_8771_2,0,Species,8 Weeks,AJ,KO
150,Akkermansia_muciniphila,X8_AWF_8736_1,0,Species,8 Weeks,AJ,WT
151,Akkermansia_muciniphila,X8_AWF_8736_2,1,Species,8 Weeks,AJ,WT
152,Akkermansia_muciniphila,X8_AWF_8797_1,0,Species,8 Weeks,AJ,WT
153,Akkermansia_muciniphila,X8_AWF_9005_1,2,Species,8 Weeks,AJ,WT
154,Akkermansia_muciniphila,X8_AWF_9005_2,0,Species,8 Weeks,AJ,WT
155,Akkermansia_muciniphila,X8_AWM_8728_1,0,Species,8 Weeks,AJ,WT
156,Akkermansia_muciniphila,X8_AWM_8728_2,0,Species,8 Weeks,AJ,WT
157,Akkermansia_muciniphila,X8_AWM_8730_1,1,Species,8 Weeks,AJ,WT
158,Akkermansia_muciniphila,X8_AWM_8730_2,0,Species,8 Weeks,AJ,WT
159,Akkermansia_muciniphila,X8_AWM_8766_1,0,Species,8 Weeks,AJ,WT
160,Akkermansia_muciniphila,X8_AWM_8766_2,0,Species,8 Weeks,AJ,WT
161,Akkermansia_muciniphila,X8_BKF_8726_1,117,Species,8 Weeks,B6,KO
162,Akkermansia_muciniphila,X8_BKF_8726_2,128,Species,8 Weeks,B6,KO
163,Akkermansia_muciniphila,X8_BKF_8926_1,95,Species,8 Weeks,B6,KO
164,Akkermansia_muciniphila,X8_BKF_8926_2,104,Species,8 Weeks,B6,KO
165,Akkermansia_muciniphila,X8_BKF_8927_1,127,Species,8 Weeks,B6,KO
166,Akkermansia_muciniphila,X8_BKM_8719_1,45,Species,8 Weeks,B6,KO
167,Akkermansia_muciniphila,X8_BKM_8719_2,65,Species,8 Weeks,B6,KO
168,Akkermansia_muciniphila,X8_BKM_8859_1,23,Species,8 Weeks,B6,KO
169,Akkermansia_muciniphila,X8_BKM_8859_2,0,Species,8 Weeks,B6,KO
170,Akkermansia_muciniphila,X8_BKM_8860_1,158,Species,8 Weeks,B6,KO
171,Akkermansia_muciniphila,X8_BKM_8860_2,384,Species,8 Weeks,B6,KO
172,Akkermansia_muciniphila,X8_BWF_8754_1,191,Species,8 Weeks,B6,WT
173,Akkermansia_muciniphila,X8_BWF_8754_2,109,Species,8 Weeks,B6,WT
174,Akkermansia_muciniphila,X8_BWF_8755_1,78,Species,8 Weeks,B6,WT
175,Akkermansia_muciniphila,X8_BWF_8852_1,124,Species,8 Weeks,B6,WT
176,Akkermansia_muciniphila,X8_BWF_8852_2,73,Species,8 Weeks,B6,WT
177,Akkermansia_muciniphila,X8_BWM_8745_1,38,Species,8 Weeks,B6,WT
178,Akkermansia_muciniphila,X8_BWM_8745_2,74,Species,8 Weeks,B6,WT
179,Akkermansia_muciniphila,X8_BWM_8747_1,330,Species,8 Weeks,B6,WT
180,Akkermansia_muciniphila,X8_BWM_8747_2,351,Species,8 Weeks,B6,WT
181,Akkermansia_muciniphila,X8_BWM_8847_1,83,Species,8 Weeks,B6,WT
182,Akkermansia_muciniphila,X8_BWM_8847_2,209,Species,8 Weeks,B6,WT
