,taxon,Sample_ID,count,Level,Age,Strain,Genotype
185,Muribaculum_intestinale,X20_AKF_8738_2,0,Species,20 Weeks,AJ,KO
186,Muribaculum_intestinale,X20_AKF_8802_1,13,Species,20 Weeks,AJ,KO
187,Muribaculum_intestinale,X20_AKF_8802_2,12,Species,20 Weeks,AJ,KO
188,Muribaculum_intestinale,X20_AKM_8768_1,1,Species,20 Weeks,AJ,KO
189,Muribaculum_intestinale,X20_AKM_8768_2,0,Species,20 Weeks,AJ,KO
190,Muribaculum_intestinale,X20_AKM_8769_1,0,Species,20 Weeks,AJ,KO
191,Muribaculum_intestinale,X20_AKM_8769_2,2,Species,20 Weeks,AJ,KO
192,Muribaculum_intestinale,X20_AKM_8771_1,3,Species,20 Weeks,AJ,KO
193,Muribaculum_intestinale,X20_AKM_8771_2,0,Species,20 Weeks,AJ,KO
194,Muribaculum_intestinale,X20_AWF_8736_1,10,Species,20 Weeks,AJ,WT
195,Muribaculum_intestinale,X20_AWF_8736_2,18,Species,20 Weeks,AJ,WT
196,Muribaculum_intestinale,X20_AWF_8797_1,11,Species,20 Weeks,AJ,WT
197,Muribaculum_intestinale,X20_AWF_8797_2,14,Species,20 Weeks,AJ,WT
198,Muribaculum_intestinale,X20_AWF_9005_1,1,Species,20 Weeks,AJ,WT
199,Muribaculum_intestinale,X20_AWF_9005_2,3,Species,20 Weeks,AJ,WT
200,Muribaculum_intestinale,X20_AWM_8728_1,33,Species,20 Weeks,AJ,WT
201,Muribaculum_intestinale,X20_AWM_8728_2,42,Species,20 Weeks,AJ,WT
202,Muribaculum_intestinale,X20_AWM_8730_1,39,Species,20 Weeks,AJ,WT
203,Muribaculum_intestinale,X20_AWM_8730_2,34,Species,20 Weeks,AJ,WT
204,Muribaculum_intestinale,X20_AWM_8766_1,26,Species,20 Weeks,AJ,WT
205,Muribaculum_intestinale,X20_AWM_8766_2,25,Species,20 Weeks,AJ,WT
206,Muribaculum_intestinale,X20_BKF_8726_1,75,Species,20 Weeks,B6,KO
207,Muribaculum_intestinale,X20_BKF_8726_2,58,Species,20 Weeks,B6,KO
208,Muribaculum_intestinale,X20_BKF_8926_1,32,Species,20 Weeks,B6,KO
209,Muribaculum_intestinale,X20_BKF_8926_2,25,Species,20 Weeks,B6,KO
210,Muribaculum_intestinale,X20_BKF_8927_1,65,Species,20 Weeks,B6,KO
211,Muribaculum_intestinale,X20_BKF_8927_2,84,Species,20 Weeks,B6,KO
212,Muribaculum_intestinale,X20_BKM_8719_1,58,Species,20 Weeks,B6,KO
213,Muribaculum_intestinale,X20_BKM_8719_2,52,Species,20 Weeks,B6,KO
214,Muribaculum_intestinale,X20_BKM_8859_1,24,Species,20 Weeks,B6,KO
215,Muribaculum_intestinale,X20_BKM_8859_2,27,Species,20 Weeks,B6,KO
216,Muribaculum_intestinale,X20_BKM_8860_1,8,Species,20 Weeks,B6,KO
217,Muribaculum_intestinale,X20_BKM_8860_2,7,Species,20 Weeks,B6,KO
218,Muribaculum_intestinale,X20_BWF_8754_1,138,Species,20 Weeks,B6,WT
219,Muribaculum_intestinale,X20_BWF_8754_2,162,Species,20 Weeks,B6,WT
220,Muribaculum_intestinale,X20_BWF_8755_1,119,Species,20 Weeks,B6,WT
221,Muribaculum_intestinale,X20_BWF_8755_2,211,Species,20 Weeks,B6,WT
222,Muribaculum_intestinale,X20_BWF_8852_1,92,Species,20 Weeks,B6,WT
223,Muribaculum_intestinale,X20_BWF_8852_2,103,Species,20 Weeks,B6,WT
224,Muribaculum_intestinale,X20_BWM_8745_1,30,Species,20 Weeks,B6,WT
225,Muribaculum_intestinale,X20_BWM_8745_2,45,Species,20 Weeks,B6,WT
226,Muribaculum_intestinale,X20_BWM_8747_1,36,Species,20 Weeks,B6,WT
227,Muribaculum_intestinale,X20_BWM_8747_2,43,Species,20 Weeks,B6,WT
228,Muribaculum_intestinale,X20_BWM_8847_1,73,Species,20 Weeks,B6,WT
229,Muribaculum_intestinale,X20_BWM_8847_2,59,Species,20 Weeks,B6,WT
230,Muribaculum_intestinale,X8_AKF_8733_1,2,Species,8 Weeks,AJ,KO
231,Muribaculum_intestinale,X8_AKF_8733_2,3,Species,8 Weeks,AJ,KO
232,Muribaculum_intestinale,X8_AKF_8738_1,86,Species,8 Weeks,AJ,KO
233,Muribaculum_intestinale,X8_AKF_8738_2,84,Species,8 Weeks,AJ,KO
234,Muribaculum_intestinale,X8_AKF_8802_1,3,Species,8 Weeks,AJ,KO
235,Muribaculum_intestinale,X8_AKM_8768_1,3,Species,8 Weeks,AJ,KO
236,Muribaculum_intestinale,X8_AKM_8768_2,6,Species,8 Weeks,AJ,KO
237,Muribaculum_intestinale,X8_AKM_8769_1,48,Species,8 Weeks,AJ,KO
238,Muribaculum_intestinale,X8_AKM_8769_2,24,Species,8 Weeks,AJ,KO
239,Muribaculum_intestinale,X8_AKM_8771_1,8,Species,8 Weeks,AJ,KO
240,Muribaculum_intestinale,X8_AKM_8771_2,15,Species,8 Weeks,AJ,KO
241,Muribaculum_intestinale,X8_AWF_8736_1,43,Species,8 Weeks,AJ,WT
242,Muribaculum_intestinale,X8_AWF_8736_2,49,Species,8 Weeks,AJ,WT
243,Muribaculum_intestinale,X8_AWF_8797_1,23,Species,8 Weeks,AJ,WT
244,Muribaculum_intestinale,X8_AWF_9005_1,7,Species,8 Weeks,AJ,WT
245,Muribaculum_intestinale,X8_AWF_9005_2,2,Species,8 Weeks,AJ,WT
246,Muribaculum_intestinale,X8_AWM_8728_1,33,Species,8 Weeks,AJ,WT
247,Muribaculum_intestinale,X8_AWM_8728_2,60,Species,8 Weeks,AJ,WT
248,Muribaculum_intestinale,X8_AWM_8730_1,28,Species,8 Weeks,AJ,WT
249,Muribaculum_intestinale,X8_AWM_8730_2,24,Species,8 Weeks,AJ,WT
250,Muribaculum_intestinale,X8_AWM_8766_1,28,Species,8 Weeks,AJ,WT
251,Muribaculum_intestinale,X8_AWM_8766_2,36,Species,8 Weeks,AJ,WT
252,Muribaculum_intestinale,X8_BKF_8726_1,20,Species,8 Weeks,B6,KO
253,Muribaculum_intestinale,X8_BKF_8726_2,38,Species,8 Weeks,B6,KO
254,Muribaculum_intestinale,X8_BKF_8926_1,30,Species,8 Weeks,B6,KO
255,Muribaculum_intestinale,X8_BKF_8926_2,39,Species,8 Weeks,B6,KO
256,Muribaculum_intestinale,X8_BKF_8927_1,59,Species,8 Weeks,B6,KO
257,Muribaculum_intestinale,X8_BKM_8719_1,46,Species,8 Weeks,B6,KO
258,Muribaculum_intestinale,X8_BKM_8719_2,48,Species,8 Weeks,B6,KO
259,Muribaculum_intestinale,X8_BKM_8859_1,71,Species,8 Weeks,B6,KO
260,Muribaculum_intestinale,X8_BKM_8859_2,1,Species,8 Weeks,B6,KO
261,Muribaculum_intestinale,X8_BKM_8860_1,40,Species,8 Weeks,B6,KO
262,Muribaculum_intestinale,X8_BKM_8860_2,61,Species,8 Weeks,B6,KO
263,Muribaculum_intestinale,X8_BWF_8754_1,83,Species,8 Weeks,B6,WT
264,Muribaculum_intestinale,X8_BWF_8754_2,127,Species,8 Weeks,B6,WT
265,Muribaculum_intestinale,X8_BWF_8755_1,100,Species,8 Weeks,B6,WT
266,Muribaculum_intestinale,X8_BWF_8852_1,102,Species,8 Weeks,B6,WT
267,Muribaculum_intestinale,X8_BWF_8852_2,133,Species,8 Weeks,B6,WT
268,Muribaculum_intestinale,X8_BWM_8745_1,86,Species,8 Weeks,B6,WT
269,Muribaculum_intestinale,X8_BWM_8745_2,73,Species,8 Weeks,B6,WT
270,Muribaculum_intestinale,X8_BWM_8747_1,81,Species,8 Weeks,B6,WT
271,Muribaculum_intestinale,X8_BWM_8747_2,71,Species,8 Weeks,B6,WT
272,Muribaculum_intestinale,X8_BWM_8847_1,9,Species,8 Weeks,B6,WT
273,Muribaculum_intestinale,X8_BWM_8847_2,11,Species,8 Weeks,B6,WT
274,Bacteroides_paurosaccharolyticus,X20_AKF_8733_2,25,Species,20 Weeks,AJ,KO
275,Bacteroides_paurosaccharolyticus,X20_AKF_8738_1,26,Species,20 Weeks,AJ,KO
276,Bacteroides_paurosaccharolyticus,X20_AKF_8738_2,26,Species,20 Weeks,AJ,KO
277,Bacteroides_paurosaccharolyticus,X20_AKF_8802_1,9,Species,20 Weeks,AJ,KO
278,Bacteroides_paurosaccharolyticus,X20_AKF_8802_2,23,Species,20 Weeks,AJ,KO
279,Bacteroides_paurosaccharolyticus,X20_AKM_8768_1,19,Species,20 Weeks,AJ,KO
280,Bacteroides_paurosaccharolyticus,X20_AKM_8768_2,17,Species,20 Weeks,AJ,KO
281,Bacteroides_paurosaccharolyticus,X20_AKM_8769_1,24,Species,20 Weeks,AJ,KO
282,Bacteroides_paurosaccharolyticus,X20_AKM_8769_2,50,Species,20 Weeks,AJ,KO
283,Bacteroides_paurosaccharolyticus,X20_AKM_8771_1,42,Species,20 Weeks,AJ,KO
284,Bacteroides_paurosaccharolyticus,X20_AKM_8771_2,28,Species,20 Weeks,AJ,KO
285,Bacteroides_paurosaccharolyticus,X20_AWF_8736_1,12,Species,20 Weeks,AJ,WT
286,Bacteroides_paurosaccharolyticus,X20_AWF_8736_2,21,Species,20 Weeks,AJ,WT
287,Bacteroides_paurosaccharolyticus,X20_AWF_8797_1,17,Species,20 Weeks,AJ,WT
288,Bacteroides_paurosaccharolyticus,X20_AWF_8797_2,5,Species,20 Weeks,AJ,WT
289,Bacteroides_paurosaccharolyticus,X20_AWF_9005_1,17,Species,20 Weeks,AJ,WT
290,Bacteroides_paurosaccharolyticus,X20_AWF_9005_2,23,Species,20 Weeks,AJ,WT
291,Bacteroides_paurosaccharolyticus,X20_AWM_8728_1,12,Species,20 Weeks,AJ,WT
292,Bacteroides_paurosaccharolyticus,X20_AWM_8728_2,15,Species,20 Weeks,AJ,WT
293,Bacteroides_paurosaccharolyticus,X20_AWM_8730_1,12,Species,20 Weeks,AJ,WT
294,Bacteroides_paurosaccharolyticus,X20_AWM_8730_2,24,Species,20 Weeks,AJ,WT
295,Bacteroides_paurosaccharolyticus,X20_AWM_8766_1,5,Species,20 Weeks,AJ,WT
296,Bacteroides_paurosaccharolyticus,X20_AWM_8766_2,3,Species,20 Weeks,AJ,WT
297,Bacteroides_paurosaccharolyticus,X20_BKF_8726_1,4,Species,20 Weeks,B6,KO
298,Bacteroides_paurosaccharolyticus,X20_BKF_8726_2,1,Species,20 Weeks,B6,KO
299,Bacteroides_paurosaccharolyticus,X20_BKF_8926_1,3,Species,20 Weeks,B6,KO
300,Bacteroides_paurosaccharolyticus,X20_BKF_8926_2,12,Species,20 Weeks,B6,KO
301,Bacteroides_paurosaccharolyticus,X20_BKF_8927_1,4,Species,20 Weeks,B6,KO
302,Bacteroides_paurosaccharolyticus,X20_BKF_8927_2,13,Species,20 Weeks,B6,KO
303,Bacteroides_paurosaccharolyticus,X20_BKM_8719_1,7,Species,20 Weeks,B6,KO
304,Bacteroides_paurosaccharolyticus,X20_BKM_8719_2,6,Species,20 Weeks,B6,KO
305,Bacteroides_paurosaccharolyticus,X20_BKM_8859_1,7,Species,20 Weeks,B6,KO
306,Bacteroides_paurosaccharolyticus,X20_BKM_8859_2,11,Species,20 Weeks,B6,KO
307,Bacteroides_paurosaccharolyticus,X20_BKM_8860_1,8,Species,20 Weeks,B6,KO
308,Bacteroides_paurosaccharolyticus,X20_BKM_8860_2,7,Species,20 Weeks,B6,KO
309,Bacteroides_paurosaccharolyticus,X20_BWF_8754_1,2,Species,20 Weeks,B6,WT
310,Bacteroides_paurosaccharolyticus,X20_BWF_8754_2,3,Species,20 Weeks,B6,WT
311,Bacteroides_paurosaccharolyticus,X20_BWF_8755_1,5,Species,20 Weeks,B6,WT
312,Bacteroides_paurosaccharolyticus,X20_BWF_8755_2,2,Species,20 Weeks,B6,WT
