,taxon,Sample_ID,count,Level,Age,Strain,Genotype
314,Turicibacter_unclassified,X20_BWF_8852_2,107,Species,20 Weeks,B6,WT
315,Turicibacter_unclassified,X20_BWM_8745_1,15,Species,20 Weeks,B6,WT
316,Turicibacter_unclassified,X20_BWM_8745_2,15,Species,20 Weeks,B6,WT
317,Turicibacter_unclassified,X20_BWM_8747_1,153,Species,20 Weeks,B6,WT
318,Turicibacter_unclassified,X20_BWM_8747_2,60,Species,20 Weeks,B6,WT
319,Turicibacter_unclassified,X20_BWM_8847_1,12,Species,20 Weeks,B6,WT
320,Turicibacter_unclassified,X20_BWM_8847_2,22,Species,20 Weeks,B6,WT
321,Turicibacter_unclassified,X8_AKF_8733_1,24,Species,8 Weeks,AJ,KO
322,Turicibacter_unclassified,X8_AKF_8733_2,55,Species,8 Weeks,AJ,KO
323,Turicibacter_unclassified,X8_AKF_8738_1,31,Species,8 Weeks,AJ,KO
324,Turicibacter_unclassified,X8_AKF_8738_2,56,Species,8 Weeks,AJ,KO
325,Turicibacter_unclassified,X8_AKF_8802_1,24,Species,8 Weeks,AJ,KO
326,Turicibacter_unclassified,X8_AKM_8768_1,9,Species,8 Weeks,AJ,KO
327,Turicibacter_unclassified,X8_AKM_8768_2,12,Species,8 Weeks,AJ,KO
328,Turicibacter_unclassified,X8_AKM_8769_1,3,Species,8 Weeks,AJ,KO
329,Turicibacter_unclassified,X8_AKM_8769_2,2,Species,8 Weeks,AJ,KO
330,Turicibacter_unclassified,X8_AKM_8771_1,3,Species,8 Weeks,AJ,KO
331,Turicibacter_unclassified,X8_AKM_8771_2,1,Species,8 Weeks,AJ,KO
332,Turicibacter_unclassified,X8_AWF_8736_1,21,Species,8 Weeks,AJ,WT
333,Turicibacter_unclassified,X8_AWF_8736_2,18,Species,8 Weeks,AJ,WT
334,Turicibacter_unclassified,X8_AWF_8797_1,3,Species,8 Weeks,AJ,WT
335,Turicibacter_unclassified,X8_AWF_9005_1,1,Species,8 Weeks,AJ,WT
336,Turicibacter_unclassified,X8_AWF_9005_2,0,Species,8 Weeks,AJ,WT
337,Turicibacter_unclassified,X8_AWM_8728_1,2,Species,8 Weeks,AJ,WT
338,Turicibacter_unclassified,X8_AWM_8728_2,7,Species,8 Weeks,AJ,WT
339,Turicibacter_unclassified,X8_AWM_8730_1,1,Species,8 Weeks,AJ,WT
340,Turicibacter_unclassified,X8_AWM_8730_2,1,Species,8 Weeks,AJ,WT
341,Turicibacter_unclassified,X8_AWM_8766_1,0,Species,8 Weeks,AJ,WT
342,Turicibacter_unclassified,X8_AWM_8766_2,3,Species,8 Weeks,AJ,WT
343,Turicibacter_unclassified,X8_BKF_8726_1,63,Species,8 Weeks,B6,KO
344,Turicibacter_unclassified,X8_BKF_8726_2,84,Species,8 Weeks,B6,KO
345,Turicibacter_unclassified,X8_BKF_8926_1,84,Species,8 Weeks,B6,KO
346,Turicibacter_unclassified,X8_BKF_8926_2,165,Species,8 Weeks,B6,KO
347,Turicibacter_unclassified,X8_BKF_8927_1,34,Species,8 Weeks,B6,KO
348,Turicibacter_unclassified,X8_BKM_8719_1,62,Species,8 Weeks,B6,KO
349,Turicibacter_unclassified,X8_BKM_8719_2,98,Species,8 Weeks,B6,KO
350,Turicibacter_unclassified,X8_BKM_8859_1,8,Species,8 Weeks,B6,KO
351,Turicibacter_unclassified,X8_BKM_8859_2,0,Species,8 Weeks,B6,KO
352,Turicibacter_unclassified,X8_BKM_8860_1,17,Species,8 Weeks,B6,KO
353,Turicibacter_unclassified,X8_BKM_8860_2,53,Species,8 Weeks,B6,KO
354,Turicibacter_unclassified,X8_BWF_8754_1,45,Species,8 Weeks,B6,WT
355,Turicibacter_unclassified,X8_BWF_8754_2,82,Species,8 Weeks,B6,WT
356,Turicibacter_unclassified,X8_BWF_8755_1,87,Species,8 Weeks,B6,WT
357,Turicibacter_unclassified,X8_BWF_8852_1,9,Species,8 Weeks,B6,WT
358,Turicibacter_unclassified,X8_BWF_8852_2,17,Species,8 Weeks,B6,WT
359,Turicibacter_unclassified,X8_BWM_8745_1,33,Species,8 Weeks,B6,WT
360,Turicibacter_unclassified,X8_BWM_8745_2,37,Species,8 Weeks,B6,WT
361,Turicibacter_unclassified,X8_BWM_8747_1,10,Species,8 Weeks,B6,WT
362,Turicibacter_unclassified,X8_BWM_8747_2,9,Species,8 Weeks,B6,WT
363,Turicibacter_unclassified,X8_BWM_8847_1,1,Species,8 Weeks,B6,WT
364,Turicibacter_unclassified,X8_BWM_8847_2,0,Species,8 Weeks,B6,WT
365,Akkermansia_unclassified,X20_AKF_8733_2,0,Species,20 Weeks,AJ,KO
366,Akkermansia_unclassified,X20_AKF_8738_1,1,Species,20 Weeks,AJ,KO
367,Akkermansia_unclassified,X20_AKF_8738_2,0,Species,20 Weeks,AJ,KO
368,Akkermansia_unclassified,X20_AKF_8802_1,0,Species,20 Weeks,AJ,KO
369,Akkermansia_unclassified,X20_AKF_8802_2,0,Species,20 Weeks,AJ,KO
370,Akkermansia_unclassified,X20_AKM_8768_1,0,Species,20 Weeks,AJ,KO
371,Akkermansia_unclassified,X20_AKM_8768_2,0,Species,20 Weeks,AJ,KO
372,Akkermansia_unclassified,X20_AKM_8769_1,0,Species,20 Weeks,AJ,KO
373,Akkermansia_unclassified,X20_AKM_8769_2,0,Species,20 Weeks,AJ,KO
374,Akkermansia_unclassified,X20_AKM_8771_1,0,Species,20 Weeks,AJ,KO
375,Akkermansia_unclassified,X20_AKM_8771_2,1,Species,20 Weeks,AJ,KO
376,Akkermansia_unclassified,X20_AWF_8736_1,0,Species,20 Weeks,AJ,WT
377,Akkermansia_unclassified,X20_AWF_8736_2,0,Species,20 Weeks,AJ,WT
378,Akkermansia_unclassified,X20_AWF_8797_1,0,Species,20 Weeks,AJ,WT
379,Akkermansia_unclassified,X20_AWF_8797_2,0,Species,20 Weeks,AJ,WT
380,Akkermansia_unclassified,X20_AWF_9005_1,0,Species,20 Weeks,AJ,WT
381,Akkermansia_unclassified,X20_AWF_9005_2,0,Species,20 Weeks,AJ,WT
382,Akkermansia_unclassified,X20_AWM_8728_1,2,Species,20 Weeks,AJ,WT
383,Akkermansia_unclassified,X20_AWM_8728_2,0,Species,20 Weeks,AJ,WT
384,Akkermansia_unclassified,X20_AWM_8730_1,0,Species,20 Weeks,AJ,WT
385,Akkermansia_unclassified,X20_AWM_8730_2,0,Species,20 Weeks,AJ,WT
386,Akkermansia_unclassified,X20_AWM_8766_1,0,Species,20 Weeks,AJ,WT
387,Akkermansia_unclassified,X20_AWM_8766_2,0,Species,20 Weeks,AJ,WT
388,Akkermansia_unclassified,X20_BKF_8726_1,1,Species,20 Weeks,B6,KO
389,Akkermansia_unclassified,X20_BKF_8726_2,3,Species,20 Weeks,B6,KO
390,Akkermansia_unclassified,X20_BKF_8926_1,16,Species,20 Weeks,B6,KO
391,Akkermansia_unclassified,X20_BKF_8926_2,16,Species,20 Weeks,B6,KO
392,Akkermansia_unclassified,X20_BKF_8927_1,14,Species,20 Weeks,B6,KO
393,Akkermansia_unclassified,X20_BKF_8927_2,9,Species,20 Weeks,B6,KO
394,Akkermansia_unclassified,X20_BKM_8719_1,3,Species,20 Weeks,B6,KO
395,Akkermansia_unclassified,X20_BKM_8719_2,7,Species,20 Weeks,B6,KO
396,Akkermansia_unclassified,X20_BKM_8859_1,11,Species,20 Weeks,B6,KO
397,Akkermansia_unclassified,X20_BKM_8859_2,3,Species,20 Weeks,B6,KO
398,Akkermansia_unclassified,X20_BKM_8860_1,1,Species,20 Weeks,B6,KO
399,Akkermansia_unclassified,X20_BKM_8860_2,1,Species,20 Weeks,B6,KO
400,Akkermansia_unclassified,X20_BWF_8754_1,1,Species,20 Weeks,B6,WT
401,Akkermansia_unclassified,X20_BWF_8754_2,3,Species,20 Weeks,B6,WT
402,Akkermansia_unclassified,X20_BWF_8755_1,8,Species,20 Weeks,B6,WT
403,Akkermansia_unclassified,X20_BWF_8755_2,10,Species,20 Weeks,B6,WT
404,Akkermansia_unclassified,X20_BWF_8852_1,1,Species,20 Weeks,B6,WT
405,Akkermansia_unclassified,X20_BWF_8852_2,0,Species,20 Weeks,B6,WT
406,Akkermansia_unclassified,X20_BWM_8745_1,2,Species,20 Weeks,B6,WT
407,Akkermansia_unclassified,X20_BWM_8745_2,11,Species,20 Weeks,B6,WT
408,Akkermansia_unclassified,X20_BWM_8747_1,2,Species,20 Weeks,B6,WT
409,Akkermansia_unclassified,X20_BWM_8747_2,7,Species,20 Weeks,B6,WT
410,Akkermansia_unclassified,X20_BWM_8847_1,0,Species,20 Weeks,B6,WT
411,Akkermansia_unclassified,X20_BWM_8847_2,0,Species,20 Weeks,B6,WT
412,Akkermansia_unclassified,X8_AKF_8733_1,1,Species,8 Weeks,AJ,KO
413,Akkermansia_unclassified,X8_AKF_8733_2,0,Species,8 Weeks,AJ,KO
414,Akkermansia_unclassified,X8_AKF_8738_1,0,Species,8 Weeks,AJ,KO
415,Akkermansia_unclassified,X8_AKF_8738_2,0,Species,8 Weeks,AJ,KO
416,Akkermansia_unclassified,X8_AKF_8802_1,0,Species,8 Weeks,AJ,KO
417,Akkermansia_unclassified,X8_AKM_8768_1,1,Species,8 Weeks,AJ,KO
418,Akkermansia_unclassified,X8_AKM_8768_2,0,Species,8 Weeks,AJ,KO
419,Akkermansia_unclassified,X8_AKM_8769_1,0,Species,8 Weeks,AJ,KO
420,Akkermansia_unclassified,X8_AKM_8769_2,2,Species,8 Weeks,AJ,KO
421,Akkermansia_unclassified,X8_AKM_8771_1,0,Species,8 Weeks,AJ,KO
422,Akkermansia_unclassified,X8_AKM_8771_2,0,Species,8 Weeks,AJ,KO
423,Akkermansia_unclassified,X8_AWF_8736_1,0,Species,8 Weeks,AJ,WT
424,Akkermansia_unclassified,X8_AWF_8736_2,0,Species,8 Weeks,AJ,WT
425,Akkermansia_unclassified,X8_AWF_8797_1,0,Species,8 Weeks,AJ,WT
426,Akkermansia_unclassified,X8_AWF_9005_1,0,Species,8 Weeks,AJ,WT
427,Akkermansia_unclassified,X8_AWF_9005_2,0,Species,8 Weeks,AJ,WT
428,Akkermansia_unclassified,X8_AWM_8728_1,0,Species,8 Weeks,AJ,WT
429,Akkermansia_unclassified,X8_AWM_8728_2,0,Species,8 Weeks,AJ,WT
430,Akkermansia_unclassified,X8_AWM_8730_1,0,Species,8 Weeks,AJ,WT
431,Akkermansia_unclassified,X8_AWM_8730_2,0,Species,8 Weeks,AJ,WT
432,Akkermansia_unclassified,X8_AWM_8766_1,0,Species,8 Weeks,AJ,WT
433,Akkermansia_unclassified,X8_AWM_8766_2,0,Species,8 Weeks,AJ,WT
434,Akkermansia_unclassified,X8_BKF_8726_1,8,Species,8 Weeks,B6,KO
435,Akkermansia_unclassified,X8_BKF_8726_2,12,Species,8 Weeks,B6,KO
436,Akkermansia_unclassified,X8_BKF_8926_1,2,Species,8 Weeks,B6,KO
437,Akkermansia_unclassified,X8_BKF_8926_2,9,Species,8 Weeks,B6,KO
438,Akkermansia_unclassified,X8_BKF_8927_1,15,Species,8 Weeks,B6,KO
439,Akkermansia_unclassified,X8_BKM_8719_1,7,Species,8 Weeks,B6,KO
440,Akkermansia_unclassified,X8_BKM_8719_2,8,Species,8 Weeks,B6,KO
441,Akkermansia_unclassified,X8_BKM_8859_1,2,Species,8 Weeks,B6,KO
442,Akkermansia_unclassified,X8_BKM_8859_2,0,Species,8 Weeks,B6,KO
443,Akkermansia_unclassified,X8_BKM_8860_1,15,Species,8 Weeks,B6,KO
444,Akkermansia_unclassified,X8_BKM_8860_2,33,Species,8 Weeks,B6,KO
445,Akkermansia_unclassified,X8_BWF_8754_1,9,Species,8 Weeks,B6,WT
446,Akkermansia_unclassified,X8_BWF_8754_2,7,Species,8 Weeks,B6,WT
447,Akkermansia_unclassified,X8_BWF_8755_1,5,Species,8 Weeks,B6,WT
448,Akkermansia_unclassified,X8_BWF_8852_1,5,Species,8 Weeks,B6,WT
449,Akkermansia_unclassified,X8_BWF_8852_2,2,Species,8 Weeks,B6,WT
450,Akkermansia_unclassified,X8_BWM_8745_1,5,Species,8 Weeks,B6,WT
451,Akkermansia_unclassified,X8_BWM_8745_2,7,Species,8 Weeks,B6,WT
452,Akkermansia_unclassified,X8_BWM_8747_1,20,Species,8 Weeks,B6,WT
453,Akkermansia_unclassified,X8_BWM_8747_2,15,Species,8 Weeks,B6,WT
454,Akkermansia_unclassified,X8_BWM_8847_1,1,Species,8 Weeks,B6,WT
455,Akkermansia_unclassified,X8_BWM_8847_2,12,Species,8 Weeks,B6,WT
